@relation 'cleaned_mobile_price-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R2-6,10,17-20-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6'

@attribute battery_power {'\'(-inf-650.7]\'','\'(650.7-800.4]\'','\'(800.4-950.1]\'','\'(950.1-1099.8]\'','\'(1099.8-1249.5]\'','\'(1249.5-1399.2]\'','\'(1399.2-1548.9]\'','\'(1548.9-1698.6]\'','\'(1698.6-1848.3]\'','\'(1848.3-inf)\''}
@attribute int_memory {'\'(-inf-8.2]\'','\'(8.2-14.4]\'','\'(14.4-20.6]\'','\'(20.6-26.8]\'','\'(26.8-33]\'','\'(33-39.2]\'','\'(39.2-45.4]\'','\'(45.4-51.6]\'','\'(51.6-57.8]\'','\'(57.8-inf)\''}
@attribute m_dep {'\'(-inf-0.19]\'','\'(0.19-0.28]\'','\'(0.28-0.37]\'','\'(0.37-0.46]\'','\'(0.46-0.55]\'','\'(0.55-0.64]\'','\'(0.64-0.73]\'','\'(0.73-0.82]\'','\'(0.82-0.91]\'','\'(0.91-inf)\''}
@attribute mobile_wt {'\'(-inf-92]\'','\'(92-104]\'','\'(104-116]\'','\'(116-128]\'','\'(128-140]\'','\'(140-152]\'','\'(152-164]\'','\'(164-176]\'','\'(176-188]\'','\'(188-inf)\''}
@attribute pc {'\'(-inf-2]\'','\'(2-4]\'','\'(4-6]\'','\'(6-8]\'','\'(8-10]\'','\'(10-12]\'','\'(12-14]\'','\'(14-16]\'','\'(16-18]\'','\'(18-inf)\''}
@attribute px_height {'\'(-inf-196]\'','\'(196-392]\'','\'(392-588]\'','\'(588-784]\'','\'(784-980]\'','\'(980-1176]\'','\'(1176-1372]\'','\'(1372-1568]\'','\'(1568-1764]\'','\'(1764-inf)\''}
@attribute px_width {'\'(-inf-649.8]\'','\'(649.8-799.6]\'','\'(799.6-949.4]\'','\'(949.4-1099.2]\'','\'(1099.2-1249]\'','\'(1249-1398.8]\'','\'(1398.8-1548.6]\'','\'(1548.6-1698.4]\'','\'(1698.4-1848.2]\'','\'(1848.2-inf)\''}
@attribute ram {'\'(-inf-630.2]\'','\'(630.2-1004.4]\'','\'(1004.4-1378.6]\'','\'(1378.6-1752.8]\'','\'(1752.8-2127]\'','\'(2127-2501.2]\'','\'(2501.2-2875.4]\'','\'(2875.4-3249.6]\'','\'(3249.6-3623.8]\'','\'(3623.8-inf)\''}
@attribute sc_h {'\'(-inf-6.4]\'','\'(6.4-7.8]\'','\'(7.8-9.2]\'','\'(9.2-10.6]\'','\'(10.6-12]\'','\'(12-13.4]\'','\'(13.4-14.8]\'','\'(14.8-16.2]\'','\'(16.2-17.6]\'','\'(17.6-inf)\''}
@attribute sc_w {'\'(-inf-1.8]\'','\'(1.8-3.6]\'','\'(3.6-5.4]\'','\'(5.4-7.2]\'','\'(7.2-9]\'','\'(9-10.8]\'','\'(10.8-12.6]\'','\'(12.6-14.4]\'','\'(14.4-16.2]\'','\'(16.2-inf)\''}
@attribute price_category {No,Yes}

@data
'\'(650.7-800.4]\'','\'(26.8-33]\'','\'(0.46-0.55]\'','\'(104-116]\'','\'(-inf-2]\'','\'(1176-1372]\'','\'(1848.2-inf)\'','\'(2501.2-2875.4]\'','\'(7.8-9.2]\'','\'(1.8-3.6]\'',No
'\'(1099.8-1249.5]\'','\'(20.6-26.8]\'','\'(0.55-0.64]\'','\'(104-116]\'','\'(8-10]\'','\'(980-1176]\'','\'(1698.4-1848.2]\'','\'(1378.6-1752.8]\'','\'(10.6-12]\'','\'(-inf-1.8]\'',No
'\'(1099.8-1249.5]\'','\'(57.8-inf)\'','\'(0.28-0.37]\'','\'(164-176]\'','\'(18-inf)\'','\'(588-784]\'','\'(649.8-799.6]\'','\'(2875.4-3249.6]\'','\'(9.2-10.6]\'','\'(5.4-7.2]\'',No
'\'(1698.6-1848.3]\'','\'(39.2-45.4]\'','\'(0.64-0.73]\'','\'(164-176]\'','\'(16-18]\'','\'(588-784]\'','\'(1398.8-1548.6]\'','\'(2501.2-2875.4]\'','\'(17.6-inf)\'','\'(7.2-9]\'',Yes
'\'(1249.5-1399.2]\'','\'(14.4-20.6]\'','\'(0.19-0.28]\'','\'(140-152]\'','\'(10-12]\'','\'(784-980]\'','\'(949.4-1099.2]\'','\'(2501.2-2875.4]\'','\'(17.6-inf)\'','\'(16.2-inf)\'',No
'\'(1548.9-1698.6]\'','\'(-inf-8.2]\'','\'(0.46-0.55]\'','\'(188-inf)\'','\'(14-16]\'','\'(-inf-196]\'','\'(949.4-1099.2]\'','\'(3249.6-3623.8]\'','\'(6.4-7.8]\'','\'(1.8-3.6]\'',Yes
'\'(1548.9-1698.6]\'','\'(33-39.2]\'','\'(0.19-0.28]\'','\'(140-152]\'','\'(2-4]\'','\'(-inf-196]\'','\'(1099.2-1249]\'','\'(2501.2-2875.4]\'','\'(13.4-14.8]\'','\'(7.2-9]\'',No
'\'(950.1-1099.8]\'','\'(39.2-45.4]\'','\'(0.19-0.28]\'','\'(116-128]\'','\'(6-8]\'','\'(784-980]\'','\'(1698.4-1848.2]\'','\'(3623.8-inf)\'','\'(12-13.4]\'','\'(7.2-9]\'',Yes
'\'(950.1-1099.8]\'','\'(20.6-26.8]\'','\'(-inf-0.19]\'','\'(128-140]\'','\'(18-inf)\'','\'(1764-inf)\'','\'(1848.2-inf)\'','\'(3623.8-inf)\'','\'(16.2-17.6]\'','\'(-inf-1.8]\'',Yes
'\'(1848.3-inf)\'','\'(33-39.2]\'','\'(-inf-0.19]\'','\'(-inf-92]\'','\'(18-inf)\'','\'(196-392]\'','\'(-inf-649.8]\'','\'(3249.6-3623.8]\'','\'(10.6-12]\'','\'(7.2-9]\'',Yes
'\'(-inf-650.7]\'','\'(39.2-45.4]\'','\'(0.19-0.28]\'','\'(188-inf)\'','\'(10-12]\'','\'(1176-1372]\'','\'(1848.2-inf)\'','\'(2875.4-3249.6]\'','\'(17.6-inf)\'','\'(10.8-12.6]\'',Yes
'\'(-inf-650.7]\'','\'(51.6-57.8]\'','\'(0.91-inf)\'','\'(-inf-92]\'','\'(6-8]\'','\'(196-392]\'','\'(1099.2-1249]\'','\'(2501.2-2875.4]\'','\'(-inf-6.4]\'','\'(3.6-5.4]\'',No
'\'(1548.9-1698.6]\'','\'(45.4-51.6]\'','\'(0.64-0.73]\'','\'(92-104]\'','\'(6-8]\'','\'(196-392]\'','\'(1848.2-inf)\'','\'(1378.6-1752.8]\'','\'(12-13.4]\'','\'(5.4-7.2]\'',No
'\'(-inf-650.7]\'','\'(14.4-20.6]\'','\'(0.19-0.28]\'','\'(188-inf)\'','\'(-inf-2]\'','\'(588-784]\'','\'(799.6-949.4]\'','\'(3249.6-3623.8]\'','\'(13.4-14.8]\'','\'(3.6-5.4]\'',No
'\'(950.1-1099.8]\'','\'(14.4-20.6]\'','\'(-inf-0.19]\'','\'(152-164]\'','\'(18-inf)\'','\'(392-588]\'','\'(1398.8-1548.6]\'','\'(3249.6-3623.8]\'','\'(13.4-14.8]\'','\'(1.8-3.6]\'',Yes
'\'(950.1-1099.8]\'','\'(39.2-45.4]\'','\'(-inf-0.19]\'','\'(92-104]\'','\'(8-10]\'','\'(392-588]\'','\'(799.6-949.4]\'','\'(1752.8-2127]\'','\'(14.8-16.2]\'','\'(7.2-9]\'',No
'\'(1848.3-inf)\'','\'(57.8-inf)\'','\'(0.91-inf)\'','\'(176-188]\'','\'(-inf-2]\'','\'(196-392]\'','\'(949.4-1099.2]\'','\'(1004.4-1378.6]\'','\'(10.6-12]\'','\'(1.8-3.6]\'',No
'\'(-inf-650.7]\'','\'(33-39.2]\'','\'(0.73-0.82]\'','\'(188-inf)\'','\'(8-10]\'','\'(196-392]\'','\'(1848.2-inf)\'','\'(1378.6-1752.8]\'','\'(7.8-9.2]\'','\'(-inf-1.8]\'',No
'\'(950.1-1099.8]\'','\'(57.8-inf)\'','\'(0.91-inf)\'','\'(128-140]\'','\'(10-12]\'','\'(392-588]\'','\'(799.6-949.4]\'','\'(630.2-1004.4]\'','\'(6.4-7.8]\'','\'(-inf-1.8]\'',No
'\'(800.4-950.1]\'','\'(8.2-14.4]\'','\'(0.28-0.37]\'','\'(-inf-92]\'','\'(12-14]\'','\'(-inf-196]\'','\'(649.8-799.6]\'','\'(630.2-1004.4]\'','\'(-inf-6.4]\'','\'(3.6-5.4]\'',No
'\'(800.4-950.1]\'','\'(14.4-20.6]\'','\'(-inf-0.19]\'','\'(-inf-92]\'','\'(10-12]\'','\'(196-392]\'','\'(949.4-1099.2]\'','\'(3249.6-3623.8]\'','\'(12-13.4]\'','\'(1.8-3.6]\'',Yes
'\'(950.1-1099.8]\'','\'(51.6-57.8]\'','\'(0.91-inf)\'','\'(164-176]\'','\'(12-14]\'','\'(196-392]\'','\'(1548.6-1698.4]\'','\'(2875.4-3249.6]\'','\'(7.8-9.2]\'','\'(3.6-5.4]\'',No
'\'(1099.8-1249.5]\'','\'(26.8-33]\'','\'(0.82-0.91]\'','\'(128-140]\'','\'(12-14]\'','\'(588-784]\'','\'(649.8-799.6]\'','\'(1378.6-1752.8]\'','\'(7.8-9.2]\'','\'(3.6-5.4]\'',No
'\'(1099.8-1249.5]\'','\'(33-39.2]\'','\'(0.19-0.28]\'','\'(164-176]\'','\'(10-12]\'','\'(392-588]\'','\'(-inf-649.8]\'','\'(-inf-630.2]\'','\'(14.8-16.2]\'','\'(-inf-1.8]\'',No
'\'(-inf-650.7]\'','\'(14.4-20.6]\'','\'(0.73-0.82]\'','\'(176-188]\'','\'(4-6]\'','\'(980-1176]\'','\'(1398.8-1548.6]\'','\'(3249.6-3623.8]\'','\'(14.8-16.2]\'','\'(1.8-3.6]\'',Yes
'\'(1249.5-1399.2]\'','\'(45.4-51.6]\'','\'(0.46-0.55]\'','\'(176-188]\'','\'(2-4]\'','\'(588-784]\'','\'(949.4-1099.2]\'','\'(3623.8-inf)\'','\'(17.6-inf)\'','\'(16.2-inf)\'',Yes
'\'(1399.2-1548.9]\'','\'(39.2-45.4]\'','\'(0.46-0.55]\'','\'(164-176]\'','\'(12-14]\'','\'(392-588]\'','\'(649.8-799.6]\'','\'(1378.6-1752.8]\'','\'(14.8-16.2]\'','\'(3.6-5.4]\'',No
'\'(950.1-1099.8]\'','\'(26.8-33]\'','\'(0.73-0.82]\'','\'(176-188]\'','\'(18-inf)\'','\'(196-392]\'','\'(649.8-799.6]\'','\'(1004.4-1378.6]\'','\'(7.8-9.2]\'','\'(5.4-7.2]\'',No
'\'(1698.6-1848.3]\'','\'(57.8-inf)\'','\'(0.73-0.82]\'','\'(92-104]\'','\'(6-8]\'','\'(-inf-196]\'','\'(799.6-949.4]\'','\'(3623.8-inf)\'','\'(-inf-6.4]\'','\'(3.6-5.4]\'',Yes
'\'(1548.9-1698.6]\'','\'(-inf-8.2]\'','\'(0.46-0.55]\'','\'(128-140]\'','\'(12-14]\'','\'(784-980]\'','\'(1698.4-1848.2]\'','\'(1752.8-2127]\'','\'(12-13.4]\'','\'(10.8-12.6]\'',No
'\'(1548.9-1698.6]\'','\'(45.4-51.6]\'','\'(0.46-0.55]\'','\'(188-inf)\'','\'(12-14]\'','\'(196-392]\'','\'(1099.2-1249]\'','\'(1378.6-1752.8]\'','\'(7.8-9.2]\'','\'(5.4-7.2]\'',No
'\'(650.7-800.4]\'','\'(-inf-8.2]\'','\'(0.73-0.82]\'','\'(176-188]\'','\'(6-8]\'','\'(980-1176]\'','\'(1848.2-inf)\'','\'(2501.2-2875.4]\'','\'(10.6-12]\'','\'(7.2-9]\'',No
'\'(1698.6-1848.3]\'','\'(-inf-8.2]\'','\'(0.73-0.82]\'','\'(-inf-92]\'','\'(-inf-2]\'','\'(1176-1372]\'','\'(1698.4-1848.2]\'','\'(3249.6-3623.8]\'','\'(7.8-9.2]\'','\'(5.4-7.2]\'',Yes
'\'(1249.5-1399.2]\'','\'(39.2-45.4]\'','\'(0.91-inf)\'','\'(176-188]\'','\'(16-18]\'','\'(392-588]\'','\'(949.4-1099.2]\'','\'(2127-2501.2]\'','\'(9.2-10.6]\'','\'(7.2-9]\'',No
'\'(1099.8-1249.5]\'','\'(51.6-57.8]\'','\'(0.82-0.91]\'','\'(140-152]\'','\'(10-12]\'','\'(-inf-196]\'','\'(799.6-949.4]\'','\'(2501.2-2875.4]\'','\'(14.8-16.2]\'','\'(9-10.8]\'',No
'\'(800.4-950.1]\'','\'(8.2-14.4]\'','\'(-inf-0.19]\'','\'(152-164]\'','\'(16-18]\'','\'(-inf-196]\'','\'(1548.6-1698.4]\'','\'(3623.8-inf)\'','\'(12-13.4]\'','\'(-inf-1.8]\'',Yes
'\'(1698.6-1848.3]\'','\'(-inf-8.2]\'','\'(0.64-0.73]\'','\'(188-inf)\'','\'(14-16]\'','\'(-inf-196]\'','\'(1848.2-inf)\'','\'(1378.6-1752.8]\'','\'(14.8-16.2]\'','\'(5.4-7.2]\'',No
'\'(1099.8-1249.5]\'','\'(39.2-45.4]\'','\'(0.55-0.64]\'','\'(164-176]\'','\'(6-8]\'','\'(-inf-196]\'','\'(-inf-649.8]\'','\'(2127-2501.2]\'','\'(9.2-10.6]\'','\'(5.4-7.2]\'',No
'\'(1848.3-inf)\'','\'(-inf-8.2]\'','\'(0.19-0.28]\'','\'(188-inf)\'','\'(-inf-2]\'','\'(392-588]\'','\'(1698.4-1848.2]\'','\'(630.2-1004.4]\'','\'(17.6-inf)\'','\'(16.2-inf)\'',No
'\'(800.4-950.1]\'','\'(57.8-inf)\'','\'(0.46-0.55]\'','\'(152-164]\'','\'(2-4]\'','\'(980-1176]\'','\'(1099.2-1249]\'','\'(1752.8-2127]\'','\'(14.8-16.2]\'','\'(7.2-9]\'',No
'\'(650.7-800.4]\'','\'(26.8-33]\'','\'(-inf-0.19]\'','\'(152-164]\'','\'(16-18]\'','\'(588-784]\'','\'(1099.2-1249]\'','\'(630.2-1004.4]\'','\'(14.8-16.2]\'','\'(1.8-3.6]\'',No
'\'(-inf-650.7]\'','\'(57.8-inf)\'','\'(0.91-inf)\'','\'(164-176]\'','\'(12-14]\'','\'(196-392]\'','\'(-inf-649.8]\'','\'(3249.6-3623.8]\'','\'(17.6-inf)\'','\'(7.2-9]\'',No
'\'(1249.5-1399.2]\'','\'(-inf-8.2]\'','\'(0.55-0.64]\'','\'(-inf-92]\'','\'(2-4]\'','\'(784-980]\'','\'(1099.2-1249]\'','\'(1378.6-1752.8]\'','\'(14.8-16.2]\'','\'(7.2-9]\'',No
'\'(1848.3-inf)\'','\'(-inf-8.2]\'','\'(0.19-0.28]\'','\'(128-140]\'','\'(12-14]\'','\'(588-784]\'','\'(649.8-799.6]\'','\'(-inf-630.2]\'','\'(-inf-6.4]\'','\'(-inf-1.8]\'',No
'\'(1399.2-1548.9]\'','\'(45.4-51.6]\'','\'(0.28-0.37]\'','\'(-inf-92]\'','\'(6-8]\'','\'(980-1176]\'','\'(1548.6-1698.4]\'','\'(1378.6-1752.8]\'','\'(10.6-12]\'','\'(7.2-9]\'',No
'\'(-inf-650.7]\'','\'(8.2-14.4]\'','\'(0.73-0.82]\'','\'(104-116]\'','\'(8-10]\'','\'(588-784]\'','\'(1698.4-1848.2]\'','\'(1004.4-1378.6]\'','\'(-inf-6.4]\'','\'(-inf-1.8]\'',No
'\'(1099.8-1249.5]\'','\'(39.2-45.4]\'','\'(0.19-0.28]\'','\'(92-104]\'','\'(-inf-2]\'','\'(1372-1568]\'','\'(1548.6-1698.4]\'','\'(3249.6-3623.8]\'','\'(12-13.4]\'','\'(5.4-7.2]\'',Yes
'\'(1698.6-1848.3]\'','\'(51.6-57.8]\'','\'(0.28-0.37]\'','\'(152-164]\'','\'(16-18]\'','\'(196-392]\'','\'(1249-1398.8]\'','\'(-inf-630.2]\'','\'(-inf-6.4]\'','\'(1.8-3.6]\'',No
'\'(1548.9-1698.6]\'','\'(57.8-inf)\'','\'(0.46-0.55]\'','\'(104-116]\'','\'(18-inf)\'','\'(980-1176]\'','\'(1249-1398.8]\'','\'(2875.4-3249.6]\'','\'(-inf-6.4]\'','\'(-inf-1.8]\'',Yes
'\'(1099.8-1249.5]\'','\'(26.8-33]\'','\'(0.91-inf)\'','\'(128-140]\'','\'(16-18]\'','\'(196-392]\'','\'(1848.2-inf)\'','\'(1378.6-1752.8]\'','\'(10.6-12]\'','\'(-inf-1.8]\'',No
'\'(1099.8-1249.5]\'','\'(14.4-20.6]\'','\'(0.91-inf)\'','\'(164-176]\'','\'(18-inf)\'','\'(588-784]\'','\'(949.4-1099.2]\'','\'(2127-2501.2]\'','\'(16.2-17.6]\'','\'(14.4-16.2]\'',No
'\'(1698.6-1848.3]\'','\'(39.2-45.4]\'','\'(0.91-inf)\'','\'(152-164]\'','\'(14-16]\'','\'(196-392]\'','\'(1548.6-1698.4]\'','\'(3249.6-3623.8]\'','\'(17.6-inf)\'','\'(12.6-14.4]\'',Yes
'\'(650.7-800.4]\'','\'(57.8-inf)\'','\'(0.19-0.28]\'','\'(188-inf)\'','\'(8-10]\'','\'(588-784]\'','\'(1398.8-1548.6]\'','\'(3249.6-3623.8]\'','\'(6.4-7.8]\'','\'(1.8-3.6]\'',Yes
'\'(1548.9-1698.6]\'','\'(8.2-14.4]\'','\'(0.28-0.37]\'','\'(104-116]\'','\'(16-18]\'','\'(-inf-196]\'','\'(649.8-799.6]\'','\'(2127-2501.2]\'','\'(6.4-7.8]\'','\'(3.6-5.4]\'',No
'\'(1848.3-inf)\'','\'(8.2-14.4]\'','\'(0.19-0.28]\'','\'(152-164]\'','\'(10-12]\'','\'(588-784]\'','\'(799.6-949.4]\'','\'(630.2-1004.4]\'','\'(13.4-14.8]\'','\'(9-10.8]\'',No
'\'(1698.6-1848.3]\'','\'(-inf-8.2]\'','\'(0.55-0.64]\'','\'(140-152]\'','\'(8-10]\'','\'(1372-1568]\'','\'(1848.2-inf)\'','\'(1004.4-1378.6]\'','\'(17.6-inf)\'','\'(12.6-14.4]\'',No
'\'(1399.2-1548.9]\'','\'(14.4-20.6]\'','\'(-inf-0.19]\'','\'(92-104]\'','\'(-inf-2]\'','\'(980-1176]\'','\'(1548.6-1698.4]\'','\'(3623.8-inf)\'','\'(9.2-10.6]\'','\'(1.8-3.6]\'',Yes
'\'(1249.5-1399.2]\'','\'(57.8-inf)\'','\'(0.19-0.28]\'','\'(104-116]\'','\'(4-6]\'','\'(980-1176]\'','\'(1398.8-1548.6]\'','\'(1752.8-2127]\'','\'(14.8-16.2]\'','\'(5.4-7.2]\'',No
'\'(950.1-1099.8]\'','\'(14.4-20.6]\'','\'(0.55-0.64]\'','\'(116-128]\'','\'(18-inf)\'','\'(-inf-196]\'','\'(1848.2-inf)\'','\'(1752.8-2127]\'','\'(14.8-16.2]\'','\'(5.4-7.2]\'',No
'\'(1698.6-1848.3]\'','\'(14.4-20.6]\'','\'(-inf-0.19]\'','\'(92-104]\'','\'(2-4]\'','\'(588-784]\'','\'(1249-1398.8]\'','\'(2501.2-2875.4]\'','\'(16.2-17.6]\'','\'(1.8-3.6]\'',Yes
'\'(1848.3-inf)\'','\'(45.4-51.6]\'','\'(0.55-0.64]\'','\'(188-inf)\'','\'(6-8]\'','\'(392-588]\'','\'(1249-1398.8]\'','\'(1378.6-1752.8]\'','\'(14.8-16.2]\'','\'(1.8-3.6]\'',No
'\'(950.1-1099.8]\'','\'(-inf-8.2]\'','\'(0.82-0.91]\'','\'(116-128]\'','\'(18-inf)\'','\'(1568-1764]\'','\'(1848.2-inf)\'','\'(1378.6-1752.8]\'','\'(14.8-16.2]\'','\'(1.8-3.6]\'',No
'\'(1399.2-1548.9]\'','\'(39.2-45.4]\'','\'(0.73-0.82]\'','\'(116-128]\'','\'(6-8]\'','\'(784-980]\'','\'(949.4-1099.2]\'','\'(1752.8-2127]\'','\'(10.6-12]\'','\'(3.6-5.4]\'',No
'\'(1548.9-1698.6]\'','\'(51.6-57.8]\'','\'(0.82-0.91]\'','\'(188-inf)\'','\'(4-6]\'','\'(196-392]\'','\'(649.8-799.6]\'','\'(3623.8-inf)\'','\'(-inf-6.4]\'','\'(1.8-3.6]\'',Yes
'\'(1099.8-1249.5]\'','\'(51.6-57.8]\'','\'(0.37-0.46]\'','\'(104-116]\'','\'(8-10]\'','\'(-inf-196]\'','\'(-inf-649.8]\'','\'(-inf-630.2]\'','\'(17.6-inf)\'','\'(7.2-9]\'',No
'\'(1249.5-1399.2]\'','\'(8.2-14.4]\'','\'(0.73-0.82]\'','\'(116-128]\'','\'(12-14]\'','\'(-inf-196]\'','\'(649.8-799.6]\'','\'(1378.6-1752.8]\'','\'(10.6-12]\'','\'(3.6-5.4]\'',No
'\'(1399.2-1548.9]\'','\'(20.6-26.8]\'','\'(0.28-0.37]\'','\'(140-152]\'','\'(8-10]\'','\'(392-588]\'','\'(1848.2-inf)\'','\'(1752.8-2127]\'','\'(12-13.4]\'','\'(10.8-12.6]\'',No
'\'(1848.3-inf)\'','\'(20.6-26.8]\'','\'(0.64-0.73]\'','\'(104-116]\'','\'(4-6]\'','\'(980-1176]\'','\'(1398.8-1548.6]\'','\'(3249.6-3623.8]\'','\'(17.6-inf)\'','\'(5.4-7.2]\'',Yes
'\'(1548.9-1698.6]\'','\'(26.8-33]\'','\'(0.82-0.91]\'','\'(-inf-92]\'','\'(-inf-2]\'','\'(588-784]\'','\'(1698.4-1848.2]\'','\'(1378.6-1752.8]\'','\'(10.6-12]\'','\'(9-10.8]\'',No
'\'(1099.8-1249.5]\'','\'(20.6-26.8]\'','\'(0.37-0.46]\'','\'(116-128]\'','\'(12-14]\'','\'(588-784]\'','\'(799.6-949.4]\'','\'(1378.6-1752.8]\'','\'(13.4-14.8]\'','\'(7.2-9]\'',No
'\'(-inf-650.7]\'','\'(45.4-51.6]\'','\'(-inf-0.19]\'','\'(176-188]\'','\'(6-8]\'','\'(980-1176]\'','\'(949.4-1099.2]\'','\'(2501.2-2875.4]\'','\'(9.2-10.6]\'','\'(5.4-7.2]\'',No
'\'(800.4-950.1]\'','\'(14.4-20.6]\'','\'(0.82-0.91]\'','\'(92-104]\'','\'(8-10]\'','\'(588-784]\'','\'(1099.2-1249]\'','\'(2875.4-3249.6]\'','\'(6.4-7.8]\'','\'(-inf-1.8]\'',No
'\'(1399.2-1548.9]\'','\'(39.2-45.4]\'','\'(-inf-0.19]\'','\'(116-128]\'','\'(8-10]\'','\'(588-784]\'','\'(949.4-1099.2]\'','\'(3249.6-3623.8]\'','\'(9.2-10.6]\'','\'(-inf-1.8]\'',Yes
'\'(1698.6-1848.3]\'','\'(45.4-51.6]\'','\'(0.55-0.64]\'','\'(164-176]\'','\'(4-6]\'','\'(784-980]\'','\'(1548.6-1698.4]\'','\'(1378.6-1752.8]\'','\'(16.2-17.6]\'','\'(7.2-9]\'',No
'\'(800.4-950.1]\'','\'(33-39.2]\'','\'(0.19-0.28]\'','\'(116-128]\'','\'(-inf-2]\'','\'(196-392]\'','\'(799.6-949.4]\'','\'(2127-2501.2]\'','\'(-inf-6.4]\'','\'(3.6-5.4]\'',No
'\'(1848.3-inf)\'','\'(-inf-8.2]\'','\'(-inf-0.19]\'','\'(128-140]\'','\'(2-4]\'','\'(784-980]\'','\'(949.4-1099.2]\'','\'(1004.4-1378.6]\'','\'(16.2-17.6]\'','\'(12.6-14.4]\'',No
'\'(950.1-1099.8]\'','\'(39.2-45.4]\'','\'(0.64-0.73]\'','\'(152-164]\'','\'(4-6]\'','\'(784-980]\'','\'(1099.2-1249]\'','\'(1378.6-1752.8]\'','\'(17.6-inf)\'','\'(1.8-3.6]\'',No
'\'(950.1-1099.8]\'','\'(45.4-51.6]\'','\'(0.28-0.37]\'','\'(176-188]\'','\'(14-16]\'','\'(392-588]\'','\'(1099.2-1249]\'','\'(3623.8-inf)\'','\'(10.6-12]\'','\'(3.6-5.4]\'',Yes
'\'(1399.2-1548.9]\'','\'(57.8-inf)\'','\'(0.28-0.37]\'','\'(140-152]\'','\'(8-10]\'','\'(588-784]\'','\'(1548.6-1698.4]\'','\'(3249.6-3623.8]\'','\'(-inf-6.4]\'','\'(1.8-3.6]\'',Yes
'\'(1249.5-1399.2]\'','\'(-inf-8.2]\'','\'(0.91-inf)\'','\'(-inf-92]\'','\'(16-18]\'','\'(-inf-196]\'','\'(-inf-649.8]\'','\'(3249.6-3623.8]\'','\'(16.2-17.6]\'','\'(14.4-16.2]\'',Yes
'\'(-inf-650.7]\'','\'(20.6-26.8]\'','\'(0.19-0.28]\'','\'(188-inf)\'','\'(18-inf)\'','\'(392-588]\'','\'(1698.4-1848.2]\'','\'(-inf-630.2]\'','\'(7.8-9.2]\'','\'(1.8-3.6]\'',No
'\'(650.7-800.4]\'','\'(33-39.2]\'','\'(0.37-0.46]\'','\'(140-152]\'','\'(12-14]\'','\'(980-1176]\'','\'(1548.6-1698.4]\'','\'(3249.6-3623.8]\'','\'(17.6-inf)\'','\'(16.2-inf)\'',Yes
'\'(1099.8-1249.5]\'','\'(-inf-8.2]\'','\'(0.28-0.37]\'','\'(164-176]\'','\'(6-8]\'','\'(1372-1568]\'','\'(1548.6-1698.4]\'','\'(1752.8-2127]\'','\'(7.8-9.2]\'','\'(1.8-3.6]\'',No
'\'(1548.9-1698.6]\'','\'(26.8-33]\'','\'(0.82-0.91]\'','\'(188-inf)\'','\'(-inf-2]\'','\'(-inf-196]\'','\'(649.8-799.6]\'','\'(3249.6-3623.8]\'','\'(10.6-12]\'','\'(-inf-1.8]\'',Yes
'\'(1548.9-1698.6]\'','\'(14.4-20.6]\'','\'(0.46-0.55]\'','\'(104-116]\'','\'(6-8]\'','\'(392-588]\'','\'(1099.2-1249]\'','\'(1378.6-1752.8]\'','\'(16.2-17.6]\'','\'(1.8-3.6]\'',No
'\'(1848.3-inf)\'','\'(51.6-57.8]\'','\'(0.37-0.46]\'','\'(152-164]\'','\'(12-14]\'','\'(1372-1568]\'','\'(1698.4-1848.2]\'','\'(2875.4-3249.6]\'','\'(6.4-7.8]\'','\'(5.4-7.2]\'',Yes
'\'(650.7-800.4]\'','\'(8.2-14.4]\'','\'(0.55-0.64]\'','\'(188-inf)\'','\'(18-inf)\'','\'(1568-1764]\'','\'(1698.4-1848.2]\'','\'(2501.2-2875.4]\'','\'(14.8-16.2]\'','\'(12.6-14.4]\'',No
'\'(1399.2-1548.9]\'','\'(51.6-57.8]\'','\'(0.46-0.55]\'','\'(104-116]\'','\'(10-12]\'','\'(196-392]\'','\'(949.4-1099.2]\'','\'(1378.6-1752.8]\'','\'(7.8-9.2]\'','\'(3.6-5.4]\'',No
'\'(1399.2-1548.9]\'','\'(26.8-33]\'','\'(0.37-0.46]\'','\'(128-140]\'','\'(8-10]\'','\'(1764-inf)\'','\'(1848.2-inf)\'','\'(1378.6-1752.8]\'','\'(17.6-inf)\'','\'(3.6-5.4]\'',No
'\'(1848.3-inf)\'','\'(45.4-51.6]\'','\'(0.46-0.55]\'','\'(116-128]\'','\'(4-6]\'','\'(1372-1568]\'','\'(1698.4-1848.2]\'','\'(2127-2501.2]\'','\'(9.2-10.6]\'','\'(3.6-5.4]\'',Yes
'\'(1099.8-1249.5]\'','\'(20.6-26.8]\'','\'(0.28-0.37]\'','\'(-inf-92]\'','\'(-inf-2]\'','\'(1176-1372]\'','\'(1548.6-1698.4]\'','\'(3249.6-3623.8]\'','\'(14.8-16.2]\'','\'(1.8-3.6]\'',Yes
'\'(1548.9-1698.6]\'','\'(14.4-20.6]\'','\'(0.82-0.91]\'','\'(116-128]\'','\'(8-10]\'','\'(784-980]\'','\'(1099.2-1249]\'','\'(-inf-630.2]\'','\'(6.4-7.8]\'','\'(3.6-5.4]\'',No
